,name,month_year,scans_per_month,lat,lon,date
877,Brown University,2012-12,61,41.82598954,-71.40246227,2012-12-01 00:00:00
878,Brown University,2013-01,28,41.82598954,-71.40246227,2013-01-01 00:00:00
879,Brown University,2013-02,34,41.82598954,-71.40246227,2013-02-01 00:00:00
880,Brown University,2013-03,126,41.82598954,-71.40246227,2013-03-01 00:00:00
881,Brown University,2013-04,245,41.82598954,-71.40246227,2013-04-01 00:00:00
882,Brown University,2013-05,285,41.82598954,-71.40246227,2013-05-01 00:00:00
883,Brown University,2013-06,176,41.82598954,-71.40246227,2013-06-01 00:00:00
884,Brown University,2013-07,4,41.82598954,-71.40246227,2013-07-01 00:00:00
885,Brown University,2013-08,46,41.82598954,-71.40246227,2013-08-01 00:00:00
886,Brown University,2013-09,149,41.82598954,-71.40246227,2013-09-01 00:00:00
887,Brown University,2013-10,258,41.82598954,-71.40246227,2013-10-01 00:00:00
888,Brown University,2013-11,199,41.82598954,-71.40246227,2013-11-01 00:00:00
889,Brown University,2013-12,445,41.82598954,-71.40246227,2013-12-01 00:00:00
890,Brown University,2014-01,461,41.82598954,-71.40246227,2014-01-01 00:00:00
891,Brown University,2014-02,108,41.82598954,-71.40246227,2014-02-01 00:00:00
892,Brown University,2014-03,59,41.82598954,-71.40246227,2014-03-01 00:00:00
893,Brown University,2014-04,103,41.82598954,-71.40246227,2014-04-01 00:00:00
894,Brown University,2014-05,65,41.82598954,-71.40246227,2014-05-01 00:00:00
895,Brown University,2014-06,40,41.82598954,-71.40246227,2014-06-01 00:00:00
896,Brown University,2014-07,105,41.82598954,-71.40246227,2014-07-01 00:00:00
897,Brown University,2014-08,106,41.82598954,-71.40246227,2014-08-01 00:00:00
898,Brown University,2014-09,123,41.82598954,-71.40246227,2014-09-01 00:00:00
899,Brown University,2014-10,110,41.82598954,-71.40246227,2014-10-01 00:00:00
900,Brown University,2014-11,125,41.82598954,-71.40246227,2014-11-01 00:00:00
901,Brown University,2014-12,87,41.82598954,-71.40246227,2014-12-01 00:00:00
902,Brown University,2015-01,70,41.82598954,-71.40246227,2015-01-01 00:00:00
903,Brown University,2015-02,52,41.82598954,-71.40246227,2015-02-01 00:00:00
904,Brown University,2015-03,59,41.82598954,-71.40246227,2015-03-01 00:00:00
905,Brown University,2015-04,78,41.82598954,-71.40246227,2015-04-01 00:00:00
906,Brown University,2015-05,86,41.82598954,-71.40246227,2015-05-01 00:00:00
907,Brown University,2015-06,89,41.82598954,-71.40246227,2015-06-01 00:00:00
908,Brown University,2015-07,76,41.82598954,-71.40246227,2015-07-01 00:00:00
909,Brown University,2015-08,79,41.82598954,-71.40246227,2015-08-01 00:00:00
910,Brown University,2015-09,80,41.82598954,-71.40246227,2015-09-01 00:00:00
911,Brown University,2015-10,76,41.82598954,-71.40246227,2015-10-01 00:00:00
912,Brown University,2015-11,60,41.82598954,-71.40246227,2015-11-01 00:00:00
913,Brown University,2015-12,76,41.82598954,-71.40246227,2015-12-01 00:00:00
914,Brown University,2016-01,46,41.82598954,-71.40246227,2016-01-01 00:00:00
915,Brown University,2016-02,56,41.82598954,-71.40246227,2016-02-01 00:00:00
916,Brown University,2016-03,34,41.82598954,-71.40246227,2016-03-01 00:00:00
917,Brown University,2016-04,77,41.82598954,-71.40246227,2016-04-01 00:00:00
918,Brown University,2016-05,81,41.82598954,-71.40246227,2016-05-01 00:00:00
919,Brown University,2016-06,63,41.82598954,-71.40246227,2016-06-01 00:00:00
920,Brown University,2016-07,88,41.82598954,-71.40246227,2016-07-01 00:00:00
921,Brown University,2016-08,70,41.82598954,-71.40246227,2016-08-01 00:00:00
922,Brown University,2016-09,74,41.82598954,-71.40246227,2016-09-01 00:00:00
923,Brown University,2016-10,35,41.82598954,-71.40246227,2016-10-01 00:00:00
924,Brown University,2016-11,83,41.82598954,-71.40246227,2016-11-01 00:00:00
925,Brown University,2016-12,78,41.82598954,-71.40246227,2016-12-01 00:00:00
926,Brown University,2017-01,222,41.82598954,-71.40246227,2017-01-01 00:00:00
927,Brown University,2017-02,310,41.82598954,-71.40246227,2017-02-01 00:00:00
928,Brown University,2017-03,140,41.82598954,-71.40246227,2017-03-01 00:00:00
929,Brown University,2017-04,181,41.82598954,-71.40246227,2017-04-01 00:00:00
930,Brown University,2017-05,213,41.82598954,-71.40246227,2017-05-01 00:00:00
931,Brown University,2017-06,322,41.82598954,-71.40246227,2017-06-01 00:00:00
932,Brown University,2017-07,236,41.82598954,-71.40246227,2017-07-01 00:00:00
933,Brown University,2017-08,287,41.82598954,-71.40246227,2017-08-01 00:00:00
934,Brown University,2017-09,315,41.82598954,-71.40246227,2017-09-01 00:00:00
935,Brown University,2017-10,197,41.82598954,-71.40246227,2017-10-01 00:00:00
936,Brown University,2017-11,321,41.82598954,-71.40246227,2017-11-01 00:00:00
937,Brown University,2017-12,204,41.82598954,-71.40246227,2017-12-01 00:00:00
938,Brown University,2018-01,187,41.82598954,-71.40246227,2018-01-01 00:00:00
939,Brown University,2018-02,64,41.82598954,-71.40246227,2018-02-01 00:00:00
940,Brown University,2018-03,152,41.82598954,-71.40246227,2018-03-01 00:00:00
941,Brown University,2018-04,218,41.82598954,-71.40246227,2018-04-01 00:00:00
942,Brown University,2018-05,111,41.82598954,-71.40246227,2018-05-01 00:00:00
943,Brown University,2018-06,203,41.82598954,-71.40246227,2018-06-01 00:00:00
944,Brown University,2018-07,205,41.82598954,-71.40246227,2018-07-01 00:00:00
945,Brown University,2018-08,258,41.82598954,-71.40246227,2018-08-01 00:00:00
946,Brown University,2018-09,174,41.82598954,-71.40246227,2018-09-01 00:00:00
947,Brown University,2018-10,150,41.82598954,-71.40246227,2018-10-01 00:00:00
948,Brown University,2018-11,191,41.82598954,-71.40246227,2018-11-01 00:00:00
949,Brown University,2018-12,89,41.82598954,-71.40246227,2018-12-01 00:00:00
950,Brown University,2019-01,194,41.82598954,-71.40246227,2019-01-01 00:00:00
951,Brown University,2019-02,180,41.82598954,-71.40246227,2019-02-01 00:00:00
952,Brown University,2019-03,174,41.82598954,-71.40246227,2019-03-01 00:00:00
953,Brown University,2019-04,129,41.82598954,-71.40246227,2019-04-01 00:00:00
954,Brown University,2019-05,206,41.82598954,-71.40246227,2019-05-01 00:00:00
955,Brown University,2019-06,170,41.82598954,-71.40246227,2019-06-01 00:00:00
956,Brown University,2019-07,354,41.82598954,-71.40246227,2019-07-01 00:00:00
957,Brown University,2019-08,229,41.82598954,-71.40246227,2019-08-01 00:00:00
958,Brown University,2019-09,316,41.82598954,-71.40246227,2019-09-01 00:00:00
959,Brown University,2019-10,425,41.82598954,-71.40246227,2019-10-01 00:00:00
960,Brown University,2019-11,347,41.82598954,-71.40246227,2019-11-01 00:00:00
961,Brown University,2019-12,229,41.82598954,-71.40246227,2019-12-01 00:00:00
962,Brown University,2020-01,245,41.82598954,-71.40246227,2020-01-01 00:00:00
963,Brown University,2020-02,324,41.82598954,-71.40246227,2020-02-01 00:00:00
964,Brown University,2020-03,120,41.82598954,-71.40246227,2020-03-01 00:00:00
965,Brown University,2020-08,6,41.82598954,-71.40246227,2020-08-01 00:00:00
966,Brown University,2020-09,192,41.82598954,-71.40246227,2020-09-01 00:00:00
967,Brown University,2020-10,86,41.82598954,-71.40246227,2020-10-01 00:00:00
968,Brown University,2020-11,45,41.82598954,-71.40246227,2020-11-01 00:00:00
969,Brown University,2020-12,44,41.82598954,-71.40246227,2020-12-01 00:00:00
970,Brown University,2021-01,12,41.82598954,-71.40246227,2021-01-01 00:00:00
971,Brown University,2021-02,24,41.82598954,-71.40246227,2021-02-01 00:00:00
972,Brown University,2021-03,40,41.82598954,-71.40246227,2021-03-01 00:00:00
973,Brown University,2021-04,31,41.82598954,-71.40246227,2021-04-01 00:00:00
974,Brown University,2021-05,23,41.82598954,-71.40246227,2021-05-01 00:00:00
975,Brown University,2021-06,27,41.82598954,-71.40246227,2021-06-01 00:00:00
976,Brown University,2021-07,27,41.82598954,-71.40246227,2021-07-01 00:00:00
977,Brown University,2021-08,33,41.82598954,-71.40246227,2021-08-01 00:00:00
978,Brown University,2021-09,11,41.82598954,-71.40246227,2021-09-01 00:00:00
979,Brown University,2021-10,17,41.82598954,-71.40246227,2021-10-01 00:00:00
980,Brown University,2021-11,15,41.82598954,-71.40246227,2021-11-01 00:00:00
981,Brown University,2021-12,1,41.82598954,-71.40246227,2021-12-01 00:00:00
982,Brown University,2022-01,13,41.82598954,-71.40246227,2022-01-01 00:00:00
983,Brown University,2022-02,29,41.82598954,-71.40246227,2022-02-01 00:00:00
984,Brown University,2022-03,63,41.82598954,-71.40246227,2022-03-01 00:00:00
985,Brown University,2022-04,24,41.82598954,-71.40246227,2022-04-01 00:00:00
986,Brown University,2022-05,107,41.82598954,-71.40246227,2022-05-01 00:00:00
987,Brown University,2022-06,91,41.82598954,-71.40246227,2022-06-01 00:00:00
988,Brown University,2022-07,40,41.82598954,-71.40246227,2022-07-01 00:00:00
989,Brown University,2022-08,51,41.82598954,-71.40246227,2022-08-01 00:00:00
990,Brown University,2022-09,57,41.82598954,-71.40246227,2022-09-01 00:00:00
991,Brown University,2022-10,85,41.82598954,-71.40246227,2022-10-01 00:00:00
992,Brown University,2022-11,26,41.82598954,-71.40246227,2022-11-01 00:00:00
993,Brown University,2022-12,45,41.82598954,-71.40246227,2022-12-01 00:00:00
994,Brown University,2023-01,54,41.82598954,-71.40246227,2023-01-01 00:00:00
995,Brown University,2023-02,74,41.82598954,-71.40246227,2023-02-01 00:00:00
996,Brown University,2023-03,82,41.82598954,-71.40246227,2023-03-01 00:00:00
997,Brown University,2023-04,48,41.82598954,-71.40246227,2023-04-01 00:00:00
998,Brown University,2023-05,70,41.82598954,-71.40246227,2023-05-01 00:00:00
999,California Acaddemy of Sciences,2015-11,4,37.77042434,-122.4661162,2015-11-01 00:00:00
1000,California Acaddemy of Sciences,2016-04,697,37.77042434,-122.4661162,2016-04-01 00:00:00
1001,California Acaddemy of Sciences,2016-05,107,37.77042434,-122.4661162,2016-05-01 00:00:00
1002,California Acaddemy of Sciences,2016-11,237,37.77042434,-122.4661162,2016-11-01 00:00:00
1003,California Acaddemy of Sciences,2018-06,3,37.77042434,-122.4661162,2018-06-01 00:00:00
1004,California State Library,2011-10,64,38.57603262,-121.4962643,2011-10-01 00:00:00
1005,California State Library,2011-11,48,38.57603262,-121.4962643,2011-11-01 00:00:00
1006,California State Library,2011-12,83,38.57603262,-121.4962643,2011-12-01 00:00:00
1007,California State Library,2012-01,47,38.57603262,-121.4962643,2012-01-01 00:00:00
1008,California State Library,2012-02,52,38.57603262,-121.4962643,2012-02-01 00:00:00
1009,California State Library,2012-03,38,38.57603262,-121.4962643,2012-03-01 00:00:00
1010,California State Library,2012-04,69,38.57603262,-121.4962643,2012-04-01 00:00:00
1011,California State Library,2012-05,84,38.57603262,-121.4962643,2012-05-01 00:00:00
1012,California State Library,2012-06,85,38.57603262,-121.4962643,2012-06-01 00:00:00
1013,California State Library,2012-07,49,38.57603262,-121.4962643,2012-07-01 00:00:00
1014,California State Library,2012-08,71,38.57603262,-121.4962643,2012-08-01 00:00:00
1015,California State Library,2012-09,34,38.57603262,-121.4962643,2012-09-01 00:00:00
1016,California State Library,2012-10,22,38.57603262,-121.4962643,2012-10-01 00:00:00
1017,California State Library,2012-11,20,38.57603262,-121.4962643,2012-11-01 00:00:00
1018,California State Library,2012-12,17,38.57603262,-121.4962643,2012-12-01 00:00:00
1019,California State Library,2013-01,47,38.57603262,-121.4962643,2013-01-01 00:00:00
1020,California State Library,2013-02,71,38.57603262,-121.4962643,2013-02-01 00:00:00
1021,California State Library,2013-03,14,38.57603262,-121.4962643,2013-03-01 00:00:00
1022,California State Library,2013-04,8,38.57603262,-121.4962643,2013-04-01 00:00:00
1023,California State Library,2013-05,32,38.57603262,-121.4962643,2013-05-01 00:00:00
1024,California State Library,2013-06,35,38.57603262,-121.4962643,2013-06-01 00:00:00
1025,California State Library,2013-07,47,38.57603262,-121.4962643,2013-07-01 00:00:00
1026,California State Library,2013-08,25,38.57603262,-121.4962643,2013-08-01 00:00:00
1027,California State Library,2013-11,41,38.57603262,-121.4962643,2013-11-01 00:00:00
1028,California State Library,2013-12,26,38.57603262,-121.4962643,2013-12-01 00:00:00
1029,California State Library,2014-01,32,38.57603262,-121.4962643,2014-01-01 00:00:00
1030,California State Library,2014-02,75,38.57603262,-121.4962643,2014-02-01 00:00:00
1031,California State Library,2014-03,66,38.57603262,-121.4962643,2014-03-01 00:00:00
1032,California State Library,2014-04,43,38.57603262,-121.4962643,2014-04-01 00:00:00
1033,California State Library,2014-05,33,38.57603262,-121.4962643,2014-05-01 00:00:00
1034,California State Library,2014-06,36,38.57603262,-121.4962643,2014-06-01 00:00:00
1035,California State Library,2014-07,40,38.57603262,-121.4962643,2014-07-01 00:00:00
1036,California State Library,2014-08,31,38.57603262,-121.4962643,2014-08-01 00:00:00
1037,California State Library,2014-09,49,38.57603262,-121.4962643,2014-09-01 00:00:00
1038,California State Library,2014-10,56,38.57603262,-121.4962643,2014-10-01 00:00:00
1039,California State Library,2014-11,38,38.57603262,-121.4962643,2014-11-01 00:00:00
1040,California State Library,2014-12,43,38.57603262,-121.4962643,2014-12-01 00:00:00
1041,California State Library,2015-01,49,38.57603262,-121.4962643,2015-01-01 00:00:00
1042,California State Library,2015-02,26,38.57603262,-121.4962643,2015-02-01 00:00:00
1043,California State Library,2015-03,52,38.57603262,-121.4962643,2015-03-01 00:00:00
1044,California State Library,2015-04,25,38.57603262,-121.4962643,2015-04-01 00:00:00
1045,California State Library,2015-05,46,38.57603262,-121.4962643,2015-05-01 00:00:00
1046,California State Library,2015-06,23,38.57603262,-121.4962643,2015-06-01 00:00:00
1047,"Centre for Strategic and International Studies, Jakarta",2014-10,168,-6.176488669,106.8174559,2014-10-01 00:00:00
1048,"Centre for Strategic and International Studies, Jakarta",2014-11,133,-6.176488669,106.8174559,2014-11-01 00:00:00
1049,"Centre for Strategic and International Studies, Jakarta",2014-12,112,-6.176488669,106.8174559,2014-12-01 00:00:00
1050,"Centre for Strategic and International Studies, Jakarta",2015-03,48,-6.176488669,106.8174559,2015-03-01 00:00:00
1051,"Centre for Strategic and International Studies, Jakarta",2015-06,24,-6.176488669,106.8174559,2015-06-01 00:00:00
1052,"Centre for Strategic and International Studies, Jakarta",2015-07,6,-6.176488669,106.8174559,2015-07-01 00:00:00
1053,"Centre for Strategic and International Studies, Jakarta",2015-12,1,-6.176488669,106.8174559,2015-12-01 00:00:00
1054,China,2019-03,351,22.56812598,114.0541678,2019-03-01 00:00:00
1055,China,2019-04,1127,22.56812598,114.0541678,2019-04-01 00:00:00
1056,China,2019-05,1457,22.56812598,114.0541678,2019-05-01 00:00:00
1057,China,2019-06,954,22.56812598,114.0541678,2019-06-01 00:00:00
1058,China,2019-07,1481,22.56812598,114.0541678,2019-07-01 00:00:00
1059,China,2019-08,1880,22.56812598,114.0541678,2019-08-01 00:00:00
1060,China,2019-09,1530,22.56812598,114.0541678,2019-09-01 00:00:00
1061,China,2019-10,1830,22.56812598,114.0541678,2019-10-01 00:00:00
1062,China,2019-11,3038,22.56812598,114.0541678,2019-11-01 00:00:00
1063,China,2019-12,3869,22.56812598,114.0541678,2019-12-01 00:00:00
1064,China,2020-01,2484,22.56812598,114.0541678,2020-01-01 00:00:00
1065,China,2020-03,2435,22.56812598,114.0541678,2020-03-01 00:00:00
1066,China,2020-04,3576,22.56812598,114.0541678,2020-04-01 00:00:00
1067,China,2020-05,3453,22.56812598,114.0541678,2020-05-01 00:00:00
1068,China,2020-06,3468,22.56812598,114.0541678,2020-06-01 00:00:00
1069,China,2020-07,2927,22.56812598,114.0541678,2020-07-01 00:00:00
1070,China,2020-08,2178,22.56812598,114.0541678,2020-08-01 00:00:00
1071,China,2020-09,360,22.56812598,114.0541678,2020-09-01 00:00:00
1072,China,2020-10,1059,22.56812598,114.0541678,2020-10-01 00:00:00
1073,China,2020-11,1917,22.56812598,114.0541678,2020-11-01 00:00:00
1074,China,2020-12,336,22.56812598,114.0541678,2020-12-01 00:00:00
1075,China,2021-01,713,22.56812598,114.0541678,2021-01-01 00:00:00
1076,China,2021-02,23,22.56812598,114.0541678,2021-02-01 00:00:00
1077,China,2021-03,1163,22.56812598,114.0541678,2021-03-01 00:00:00
1078,China,2021-04,661,22.56812598,114.0541678,2021-04-01 00:00:00
1079,China,2021-05,798,22.56812598,114.0541678,2021-05-01 00:00:00
1080,China,2021-06,881,22.56812598,114.0541678,2021-06-01 00:00:00
1081,China,2021-07,2053,22.56812598,114.0541678,2021-07-01 00:00:00
1082,China,2021-08,2204,22.56812598,114.0541678,2021-08-01 00:00:00
1083,China,2021-09,1827,22.56812598,114.0541678,2021-09-01 00:00:00
1084,China,2021-10,1256,22.56812598,114.0541678,2021-10-01 00:00:00
1085,China,2021-11,1796,22.56812598,114.0541678,2021-11-01 00:00:00
1086,China,2021-12,2078,22.56812598,114.0541678,2021-12-01 00:00:00
1087,China,2022-01,1897,22.56812598,114.0541678,2022-01-01 00:00:00
1088,China,2022-02,1515,22.56812598,114.0541678,2022-02-01 00:00:00
1089,China,2022-03,1488,22.56812598,114.0541678,2022-03-01 00:00:00
1090,China,2022-04,2274,22.56812598,114.0541678,2022-04-01 00:00:00
1091,China,2022-05,813,22.56812598,114.0541678,2022-05-01 00:00:00
1092,China,2022-06,1664,22.56812598,114.0541678,2022-06-01 00:00:00
1093,China,2022-07,1468,22.56812598,114.0541678,2022-07-01 00:00:00
1094,China,2022-08,2487,22.56812598,114.0541678,2022-08-01 00:00:00
1095,China,2022-09,3097,22.56812598,114.0541678,2022-09-01 00:00:00
1096,China,2022-10,3226,22.56812598,114.0541678,2022-10-01 00:00:00
1097,China,2022-11,1139,22.56812598,114.0541678,2022-11-01 00:00:00
1098,China,2022-12,1325,22.56812598,114.0541678,2022-12-01 00:00:00
1099,China,2023-01,216,22.56812598,114.0541678,2023-01-01 00:00:00
1100,China,2023-02,240,22.56812598,114.0541678,2023-02-01 00:00:00
1101,China,2023-03,85,22.56812598,114.0541678,2023-03-01 00:00:00
1102,China,2023-04,157,22.56812598,114.0541678,2023-04-01 00:00:00
1103,China,2023-05,284,22.56812598,114.0541678,2023-05-01 00:00:00
1104,China,2023-06,55,22.56812598,114.0541678,2023-06-01 00:00:00
1105,Clemson University,2012-02,31,34.67345992,-82.8367119,2012-02-01 00:00:00
1106,Clemson University,2012-03,334,34.67345992,-82.8367119,2012-03-01 00:00:00
1107,Clemson University,2012-04,325,34.67345992,-82.8367119,2012-04-01 00:00:00
1108,Clemson University,2012-05,456,34.67345992,-82.8367119,2012-05-01 00:00:00
1109,Clemson University,2012-06,458,34.67345992,-82.8367119,2012-06-01 00:00:00
1110,Clemson University,2012-07,555,34.67345992,-82.8367119,2012-07-01 00:00:00
1111,Clemson University,2012-08,415,34.67345992,-82.8367119,2012-08-01 00:00:00
1112,Clemson University,2012-09,470,34.67345992,-82.8367119,2012-09-01 00:00:00
1113,Clemson University,2012-10,498,34.67345992,-82.8367119,2012-10-01 00:00:00
1114,Clemson University,2012-11,347,34.67345992,-82.8367119,2012-11-01 00:00:00
1115,Clemson University,2012-12,118,34.67345992,-82.8367119,2012-12-01 00:00:00
1116,Clemson University,2013-01,381,34.67345992,-82.8367119,2013-01-01 00:00:00
1117,Clemson University,2013-02,435,34.67345992,-82.8367119,2013-02-01 00:00:00
1118,Clemson University,2013-03,193,34.67345992,-82.8367119,2013-03-01 00:00:00
1119,Clemson University,2013-04,381,34.67345992,-82.8367119,2013-04-01 00:00:00
1120,Clemson University,2013-05,243,34.67345992,-82.8367119,2013-05-01 00:00:00
1121,Clemson University,2013-06,451,34.67345992,-82.8367119,2013-06-01 00:00:00
1122,Clemson University,2013-07,188,34.67345992,-82.8367119,2013-07-01 00:00:00
1123,Clemson University,2013-08,252,34.67345992,-82.8367119,2013-08-01 00:00:00
1124,Clemson University,2013-09,193,34.67345992,-82.8367119,2013-09-01 00:00:00
1125,Clemson University,2013-10,321,34.67345992,-82.8367119,2013-10-01 00:00:00
1126,Clemson University,2013-11,147,34.67345992,-82.8367119,2013-11-01 00:00:00
1127,Clemson University,2013-12,198,34.67345992,-82.8367119,2013-12-01 00:00:00
1128,Clemson University,2014-01,237,34.67345992,-82.8367119,2014-01-01 00:00:00
1129,Clemson University,2014-02,487,34.67345992,-82.8367119,2014-02-01 00:00:00
1130,Clemson University,2014-03,467,34.67345992,-82.8367119,2014-03-01 00:00:00
1131,Clemson University,2014-04,402,34.67345992,-82.8367119,2014-04-01 00:00:00
1132,Clemson University,2014-05,213,34.67345992,-82.8367119,2014-05-01 00:00:00
1133,Clemson University,2014-06,411,34.67345992,-82.8367119,2014-06-01 00:00:00
1134,Clemson University,2014-07,426,34.67345992,-82.8367119,2014-07-01 00:00:00
1135,Clemson University,2014-08,240,34.67345992,-82.8367119,2014-08-01 00:00:00
1136,Clemson University,2014-09,1,34.67345992,-82.8367119,2014-09-01 00:00:00
1137,Columbia University,2002-01,17,40.80657713,-73.96320572,2002-01-01 00:00:00
1138,Columbia University,2007-01,120,40.80657713,-73.96320572,2007-01-01 00:00:00
1139,Columbia University,2007-06,395,40.80657713,-73.96320572,2007-06-01 00:00:00
1140,Columbia University,2007-07,917,40.80657713,-73.96320572,2007-07-01 00:00:00
1141,Columbia University,2007-08,1174,40.80657713,-73.96320572,2007-08-01 00:00:00
1142,Columbia University,2007-09,871,40.80657713,-73.96320572,2007-09-01 00:00:00
1143,Columbia University,2007-10,1321,40.80657713,-73.96320572,2007-10-01 00:00:00
1144,Columbia University,2007-11,745,40.80657713,-73.96320572,2007-11-01 00:00:00
1145,Columbia University,2007-12,1283,40.80657713,-73.96320572,2007-12-01 00:00:00
1146,Columbia University,2008-01,2393,40.80657713,-73.96320572,2008-01-01 00:00:00
1147,Columbia University,2008-02,1802,40.80657713,-73.96320572,2008-02-01 00:00:00
1148,Columbia University,2008-03,1768,40.80657713,-73.96320572,2008-03-01 00:00:00
1149,Columbia University,2008-04,1818,40.80657713,-73.96320572,2008-04-01 00:00:00
1150,Columbia University,2008-05,1960,40.80657713,-73.96320572,2008-05-01 00:00:00
1151,Columbia University,2008-06,2288,40.80657713,-73.96320572,2008-06-01 00:00:00
1152,Columbia University,2008-07,2263,40.80657713,-73.96320572,2008-07-01 00:00:00
1153,Columbia University,2008-08,2818,40.80657713,-73.96320572,2008-08-01 00:00:00
1154,Columbia University,2008-09,3032,40.80657713,-73.96320572,2008-09-01 00:00:00
1155,Columbia University,2008-10,1577,40.80657713,-73.96320572,2008-10-01 00:00:00
1156,Columbia University,2008-11,1184,40.80657713,-73.96320572,2008-11-01 00:00:00
1157,Columbia University,2008-12,2029,40.80657713,-73.96320572,2008-12-01 00:00:00
1158,Columbia University,2009-01,1427,40.80657713,-73.96320572,2009-01-01 00:00:00
1159,Columbia University,2009-02,1209,40.80657713,-73.96320572,2009-02-01 00:00:00
1160,Columbia University,2009-03,1115,40.80657713,-73.96320572,2009-03-01 00:00:00
1161,Columbia University,2009-04,1232,40.80657713,-73.96320572,2009-04-01 00:00:00
1162,Columbia University,2009-05,1102,40.80657713,-73.96320572,2009-05-01 00:00:00
1163,Columbia University,2009-06,853,40.80657713,-73.96320572,2009-06-01 00:00:00
1164,Columbia University,2009-07,930,40.80657713,-73.96320572,2009-07-01 00:00:00
1165,Columbia University,2009-08,877,40.80657713,-73.96320572,2009-08-01 00:00:00
1166,Columbia University,2009-09,881,40.80657713,-73.96320572,2009-09-01 00:00:00
1167,Columbia University,2009-10,1287,40.80657713,-73.96320572,2009-10-01 00:00:00
1168,Columbia University,2009-11,880,40.80657713,-73.96320572,2009-11-01 00:00:00
1169,Columbia University,2009-12,941,40.80657713,-73.96320572,2009-12-01 00:00:00
1170,Columbia University,2010-01,1120,40.80657713,-73.96320572,2010-01-01 00:00:00
1171,Columbia University,2010-02,704,40.80657713,-73.96320572,2010-02-01 00:00:00
1172,Columbia University,2010-03,1186,40.80657713,-73.96320572,2010-03-01 00:00:00
1173,Columbia University,2010-04,939,40.80657713,-73.96320572,2010-04-01 00:00:00
1174,Columbia University,2010-05,1235,40.80657713,-73.96320572,2010-05-01 00:00:00
1175,Columbia University,2010-06,1662,40.80657713,-73.96320572,2010-06-01 00:00:00
1176,Columbia University,2010-07,1305,40.80657713,-73.96320572,2010-07-01 00:00:00
1177,Columbia University,2010-08,1056,40.80657713,-73.96320572,2010-08-01 00:00:00
1178,Columbia University,2010-09,1558,40.80657713,-73.96320572,2010-09-01 00:00:00
1179,Columbia University,2010-10,1588,40.80657713,-73.96320572,2010-10-01 00:00:00
1180,Columbia University,2010-11,1093,40.80657713,-73.96320572,2010-11-01 00:00:00
1181,Columbia University,2010-12,802,40.80657713,-73.96320572,2010-12-01 00:00:00
1182,Columbia University,2011-01,900,40.80657713,-73.96320572,2011-01-01 00:00:00
1183,Columbia University,2011-02,474,40.80657713,-73.96320572,2011-02-01 00:00:00
1184,Columbia University,2011-03,1545,40.80657713,-73.96320572,2011-03-01 00:00:00
1185,Columbia University,2011-04,591,40.80657713,-73.96320572,2011-04-01 00:00:00
1186,Columbia University,2011-05,574,40.80657713,-73.96320572,2011-05-01 00:00:00
1187,Columbia University,2011-07,1,40.80657713,-73.96320572,2011-07-01 00:00:00
1188,Columbia University,2011-12,1,40.80657713,-73.96320572,2011-12-01 00:00:00
1189,Datum Data Co. Ltd.,2009-07,7,22.50635114,114.0501618,2009-07-01 00:00:00
1190,Datum Data Co. Ltd.,2010-03,3,22.50635114,114.0501618,2010-03-01 00:00:00
1191,Datum Data Co. Ltd.,2010-04,31,22.50635114,114.0501618,2010-04-01 00:00:00
1192,Datum Data Co. Ltd.,2010-07,98,22.50635114,114.0501618,2010-07-01 00:00:00
1193,Datum Data Co. Ltd.,2010-08,286,22.50635114,114.0501618,2010-08-01 00:00:00
1194,Datum Data Co. Ltd.,2010-09,591,22.50635114,114.0501618,2010-09-01 00:00:00
1195,Datum Data Co. Ltd.,2010-10,248,22.50635114,114.0501618,2010-10-01 00:00:00
1196,Datum Data Co. Ltd.,2010-11,1128,22.50635114,114.0501618,2010-11-01 00:00:00
1197,Datum Data Co. Ltd.,2010-12,3326,22.50635114,114.0501618,2010-12-01 00:00:00
1198,Datum Data Co. Ltd.,2011-01,3388,22.50635114,114.0501618,2011-01-01 00:00:00
1199,Datum Data Co. Ltd.,2011-02,2821,22.50635114,114.0501618,2011-02-01 00:00:00
1200,Datum Data Co. Ltd.,2011-03,7264,22.50635114,114.0501618,2011-03-01 00:00:00
1201,Datum Data Co. Ltd.,2011-04,9237,22.50635114,114.0501618,2011-04-01 00:00:00
1202,Datum Data Co. Ltd.,2011-05,6594,22.50635114,114.0501618,2011-05-01 00:00:00
1203,Datum Data Co. Ltd.,2011-06,8959,22.50635114,114.0501618,2011-06-01 00:00:00
1204,Datum Data Co. Ltd.,2011-07,14271,22.50635114,114.0501618,2011-07-01 00:00:00
1205,Datum Data Co. Ltd.,2011-08,14827,22.50635114,114.0501618,2011-08-01 00:00:00
1206,Datum Data Co. Ltd.,2011-09,15030,22.50635114,114.0501618,2011-09-01 00:00:00
1207,Datum Data Co. Ltd.,2011-10,17033,22.50635114,114.0501618,2011-10-01 00:00:00
1208,Datum Data Co. Ltd.,2011-11,16264,22.50635114,114.0501618,2011-11-01 00:00:00
1209,Datum Data Co. Ltd.,2011-12,14769,22.50635114,114.0501618,2011-12-01 00:00:00
1210,Datum Data Co. Ltd.,2012-01,5087,22.50635114,114.0501618,2012-01-01 00:00:00
1211,Datum Data Co. Ltd.,2012-02,11791,22.50635114,114.0501618,2012-02-01 00:00:00
1212,Datum Data Co. Ltd.,2012-03,20192,22.50635114,114.0501618,2012-03-01 00:00:00
