,name,month_year,scans_per_month,lat,lon,date
4008,University of Alberta,2022-11,519,53.52319337,-113.5271984,2022-11-01 00:00:00
4009,University of Alberta,2022-12,629,53.52319337,-113.5271984,2022-12-01 00:00:00
4010,University of Alberta,2023-01,476,53.52319337,-113.5271984,2023-01-01 00:00:00
4011,University of Alberta,2023-02,633,53.52319337,-113.5271984,2023-02-01 00:00:00
4012,University of Alberta,2023-03,1568,53.52319337,-113.5271984,2023-03-01 00:00:00
4013,University of Alberta,2023-04,1328,53.52319337,-113.5271984,2023-04-01 00:00:00
4014,University of Alberta,2023-05,358,53.52319337,-113.5271984,2023-05-01 00:00:00
4015,University of Alberta,2023-06,29,53.52319337,-113.5271984,2023-06-01 00:00:00
4016,University of Chinese Academy of Sciences,2010-09,48,40.40857413,116.6825007,2010-09-01 00:00:00
4017,University of Chinese Academy of Sciences,2010-10,36,40.40857413,116.6825007,2010-10-01 00:00:00
4018,University of Chinese Academy of Sciences,2010-11,125,40.40857413,116.6825007,2010-11-01 00:00:00
4019,University of Chinese Academy of Sciences,2010-12,170,40.40857413,116.6825007,2010-12-01 00:00:00
4020,University of Chinese Academy of Sciences,2011-01,45,40.40857413,116.6825007,2011-01-01 00:00:00
4021,University of Chinese Academy of Sciences,2011-02,72,40.40857413,116.6825007,2011-02-01 00:00:00
4022,University of Chinese Academy of Sciences,2011-03,206,40.40857413,116.6825007,2011-03-01 00:00:00
4023,University of Chinese Academy of Sciences,2011-04,208,40.40857413,116.6825007,2011-04-01 00:00:00
4024,University of Chinese Academy of Sciences,2011-05,69,40.40857413,116.6825007,2011-05-01 00:00:00
4025,University of Chinese Academy of Sciences,2011-06,12,40.40857413,116.6825007,2011-06-01 00:00:00
4026,University of Chinese Academy of Sciences,2011-07,267,40.40857413,116.6825007,2011-07-01 00:00:00
4027,University of Chinese Academy of Sciences,2011-08,3,40.40857413,116.6825007,2011-08-01 00:00:00
4028,University of Chinese Academy of Sciences,2011-10,9,40.40857413,116.6825007,2011-10-01 00:00:00
4029,University of Chinese Academy of Sciences,2012-12,1,40.40857413,116.6825007,2012-12-01 00:00:00
4030,University of Chinese Academy of Sciences,2014-01,1,40.40857413,116.6825007,2014-01-01 00:00:00
4031,University of Florida,2015-03,36,29.67605506,-82.34584836,2015-03-01 00:00:00
4032,University of Florida,2015-04,72,29.67605506,-82.34584836,2015-04-01 00:00:00
4033,University of Florida,2015-05,81,29.67605506,-82.34584836,2015-05-01 00:00:00
4034,University of Florida,2015-06,81,29.67605506,-82.34584836,2015-06-01 00:00:00
4035,University of Florida,2015-07,70,29.67605506,-82.34584836,2015-07-01 00:00:00
4036,University of Florida,2015-08,21,29.67605506,-82.34584836,2015-08-01 00:00:00
4037,University of Florida,2015-09,111,29.67605506,-82.34584836,2015-09-01 00:00:00
4038,University of Florida,2015-10,168,29.67605506,-82.34584836,2015-10-01 00:00:00
4039,University of Florida,2015-11,110,29.67605506,-82.34584836,2015-11-01 00:00:00
4040,University of Florida,2015-12,160,29.67605506,-82.34584836,2015-12-01 00:00:00
4041,University of Florida,2016-01,193,29.67605506,-82.34584836,2016-01-01 00:00:00
4042,University of Florida,2016-02,270,29.67605506,-82.34584836,2016-02-01 00:00:00
4043,University of Florida,2016-03,690,29.67605506,-82.34584836,2016-03-01 00:00:00
4044,University of Florida,2016-04,897,29.67605506,-82.34584836,2016-04-01 00:00:00
4045,University of Florida,2016-05,1161,29.67605506,-82.34584836,2016-05-01 00:00:00
4046,University of Florida,2016-06,1055,29.67605506,-82.34584836,2016-06-01 00:00:00
4047,University of Florida,2016-07,215,29.67605506,-82.34584836,2016-07-01 00:00:00
4048,University of Florida,2016-08,297,29.67605506,-82.34584836,2016-08-01 00:00:00
4049,University of Florida,2016-09,463,29.67605506,-82.34584836,2016-09-01 00:00:00
4050,University of Florida,2016-10,231,29.67605506,-82.34584836,2016-10-01 00:00:00
4051,University of Florida,2016-11,113,29.67605506,-82.34584836,2016-11-01 00:00:00
4052,University of Florida,2016-12,150,29.67605506,-82.34584836,2016-12-01 00:00:00
4053,University of Florida,2017-01,39,29.67605506,-82.34584836,2017-01-01 00:00:00
4054,University of Florida,2017-02,69,29.67605506,-82.34584836,2017-02-01 00:00:00
4055,University of Florida,2017-03,69,29.67605506,-82.34584836,2017-03-01 00:00:00
4056,University of Florida,2017-04,114,29.67605506,-82.34584836,2017-04-01 00:00:00
4057,University of Florida,2017-05,112,29.67605506,-82.34584836,2017-05-01 00:00:00
4058,University of Florida,2017-06,97,29.67605506,-82.34584836,2017-06-01 00:00:00
4059,University of Florida,2017-07,32,29.67605506,-82.34584836,2017-07-01 00:00:00
4060,University of Florida,2017-08,15,29.67605506,-82.34584836,2017-08-01 00:00:00
4061,University of Florida,2017-09,23,29.67605506,-82.34584836,2017-09-01 00:00:00
4062,University of Florida,2017-10,13,29.67605506,-82.34584836,2017-10-01 00:00:00
4063,University of Florida,2017-11,14,29.67605506,-82.34584836,2017-11-01 00:00:00
4064,University of Florida,2017-12,28,29.67605506,-82.34584836,2017-12-01 00:00:00
4065,University of Florida,2018-01,15,29.67605506,-82.34584836,2018-01-01 00:00:00
4066,University of Florida,2018-02,71,29.67605506,-82.34584836,2018-02-01 00:00:00
4067,University of Florida,2018-03,44,29.67605506,-82.34584836,2018-03-01 00:00:00
4068,University of Florida,2018-04,37,29.67605506,-82.34584836,2018-04-01 00:00:00
4069,University of Florida,2018-05,104,29.67605506,-82.34584836,2018-05-01 00:00:00
4070,University of Florida,2018-06,152,29.67605506,-82.34584836,2018-06-01 00:00:00
4071,University of Florida,2018-07,80,29.67605506,-82.34584836,2018-07-01 00:00:00
4072,University of Florida,2018-08,104,29.67605506,-82.34584836,2018-08-01 00:00:00
4073,University of Florida,2018-09,85,29.67605506,-82.34584836,2018-09-01 00:00:00
4074,University of Florida,2018-10,98,29.67605506,-82.34584836,2018-10-01 00:00:00
4075,University of Florida,2018-11,114,29.67605506,-82.34584836,2018-11-01 00:00:00
4076,University of Florida,2018-12,15,29.67605506,-82.34584836,2018-12-01 00:00:00
4077,University of Florida,2019-01,18,29.67605506,-82.34584836,2019-01-01 00:00:00
4078,University of Florida,2019-02,12,29.67605506,-82.34584836,2019-02-01 00:00:00
4079,University of Florida,2019-03,10,29.67605506,-82.34584836,2019-03-01 00:00:00
4080,University of Florida,2019-04,59,29.67605506,-82.34584836,2019-04-01 00:00:00
4081,"University of Maryland, College Park",2007-11,96,38.98690162,-76.94130975,2007-11-01 00:00:00
4082,"University of Maryland, College Park",2007-12,68,38.98690162,-76.94130975,2007-12-01 00:00:00
4083,"University of Maryland, College Park",2008-01,238,38.98690162,-76.94130975,2008-01-01 00:00:00
4084,"University of Maryland, College Park",2008-02,162,38.98690162,-76.94130975,2008-02-01 00:00:00
4085,"University of Maryland, College Park",2008-03,267,38.98690162,-76.94130975,2008-03-01 00:00:00
4086,"University of Maryland, College Park",2008-04,217,38.98690162,-76.94130975,2008-04-01 00:00:00
4087,"University of Maryland, College Park",2008-05,167,38.98690162,-76.94130975,2008-05-01 00:00:00
4088,"University of Maryland, College Park",2008-06,98,38.98690162,-76.94130975,2008-06-01 00:00:00
4089,"University of Maryland, College Park",2008-07,111,38.98690162,-76.94130975,2008-07-01 00:00:00
4090,"University of Maryland, College Park",2008-08,374,38.98690162,-76.94130975,2008-08-01 00:00:00
4091,"University of Maryland, College Park",2008-09,159,38.98690162,-76.94130975,2008-09-01 00:00:00
4092,"University of Maryland, College Park",2008-10,222,38.98690162,-76.94130975,2008-10-01 00:00:00
4093,"University of Maryland, College Park",2008-11,102,38.98690162,-76.94130975,2008-11-01 00:00:00
4094,"University of Maryland, College Park",2008-12,106,38.98690162,-76.94130975,2008-12-01 00:00:00
4095,"University of Maryland, College Park",2009-01,64,38.98690162,-76.94130975,2009-01-01 00:00:00
4096,University of Pretoria,2014-07,6,-25.7548428,28.2314278,2014-07-01 00:00:00
4097,University of Pretoria,2014-08,1,-25.7548428,28.2314278,2014-08-01 00:00:00
4098,University of Pretoria,2014-09,12,-25.7548428,28.2314278,2014-09-01 00:00:00
4099,University of Pretoria,2014-10,9,-25.7548428,28.2314278,2014-10-01 00:00:00
4100,University of Pretoria,2014-11,20,-25.7548428,28.2314278,2014-11-01 00:00:00
4101,University of Pretoria,2014-12,7,-25.7548428,28.2314278,2014-12-01 00:00:00
4102,University of Pretoria,2015-01,16,-25.7548428,28.2314278,2015-01-01 00:00:00
4103,University of Pretoria,2015-02,6,-25.7548428,28.2314278,2015-02-01 00:00:00
4104,University of Pretoria,2015-03,13,-25.7548428,28.2314278,2015-03-01 00:00:00
4105,University of Pretoria,2015-04,2,-25.7548428,28.2314278,2015-04-01 00:00:00
4106,University of Pretoria,2015-05,6,-25.7548428,28.2314278,2015-05-01 00:00:00
4107,University of Pretoria,2015-06,1,-25.7548428,28.2314278,2015-06-01 00:00:00
4108,University of Pretoria,2015-07,22,-25.7548428,28.2314278,2015-07-01 00:00:00
4109,University of Pretoria,2015-08,14,-25.7548428,28.2314278,2015-08-01 00:00:00
4110,University of Pretoria,2015-09,36,-25.7548428,28.2314278,2015-09-01 00:00:00
4111,University of Pretoria,2015-10,25,-25.7548428,28.2314278,2015-10-01 00:00:00
4112,University of Pretoria,2015-11,50,-25.7548428,28.2314278,2015-11-01 00:00:00
4113,University of Pretoria,2015-12,11,-25.7548428,28.2314278,2015-12-01 00:00:00
4114,University of Pretoria,2016-01,30,-25.7548428,28.2314278,2016-01-01 00:00:00
4115,University of Pretoria,2016-02,4,-25.7548428,28.2314278,2016-02-01 00:00:00
4116,University of Pretoria,2016-03,64,-25.7548428,28.2314278,2016-03-01 00:00:00
4117,University of Pretoria,2016-04,113,-25.7548428,28.2314278,2016-04-01 00:00:00
4118,University of Pretoria,2016-05,285,-25.7548428,28.2314278,2016-05-01 00:00:00
4119,University of Pretoria,2016-06,256,-25.7548428,28.2314278,2016-06-01 00:00:00
4120,University of Pretoria,2016-07,172,-25.7548428,28.2314278,2016-07-01 00:00:00
4121,University of Pretoria,2016-08,316,-25.7548428,28.2314278,2016-08-01 00:00:00
4122,University of Pretoria,2016-09,172,-25.7548428,28.2314278,2016-09-01 00:00:00
4123,University of Pretoria,2016-10,59,-25.7548428,28.2314278,2016-10-01 00:00:00
4124,University of Pretoria,2016-11,132,-25.7548428,28.2314278,2016-11-01 00:00:00
4125,University of Pretoria,2016-12,28,-25.7548428,28.2314278,2016-12-01 00:00:00
4126,University of Pretoria,2017-01,38,-25.7548428,28.2314278,2017-01-01 00:00:00
4127,University of Pretoria,2017-02,30,-25.7548428,28.2314278,2017-02-01 00:00:00
4128,University of Pretoria,2017-03,157,-25.7548428,28.2314278,2017-03-01 00:00:00
4129,University of Pretoria,2017-04,96,-25.7548428,28.2314278,2017-04-01 00:00:00
4130,University of Pretoria,2017-05,38,-25.7548428,28.2314278,2017-05-01 00:00:00
4131,University of Pretoria,2017-06,25,-25.7548428,28.2314278,2017-06-01 00:00:00
4132,University of Pretoria,2017-07,32,-25.7548428,28.2314278,2017-07-01 00:00:00
4133,University of Pretoria,2017-08,39,-25.7548428,28.2314278,2017-08-01 00:00:00
4134,University of Pretoria,2017-10,11,-25.7548428,28.2314278,2017-10-01 00:00:00
4135,University of Pretoria,2017-11,18,-25.7548428,28.2314278,2017-11-01 00:00:00
4136,University of Pretoria,2017-12,10,-25.7548428,28.2314278,2017-12-01 00:00:00
4137,University of Pretoria,2018-01,4,-25.7548428,28.2314278,2018-01-01 00:00:00
4138,University of Pretoria,2018-02,1,-25.7548428,28.2314278,2018-02-01 00:00:00
4139,University of Pretoria,2018-03,2,-25.7548428,28.2314278,2018-03-01 00:00:00
4140,University of Pretoria,2018-06,1,-25.7548428,28.2314278,2018-06-01 00:00:00
4141,University of Pretoria,2018-11,1,-25.7548428,28.2314278,2018-11-01 00:00:00
4142,University of Pretoria,2019-02,2,-25.7548428,28.2314278,2019-02-01 00:00:00
4143,University of Pretoria,2019-04,1,-25.7548428,28.2314278,2019-04-01 00:00:00
4144,University of Pretoria,2019-05,1,-25.7548428,28.2314278,2019-05-01 00:00:00
4145,University of Toronto,2002-01,1,43.66312452,-79.3955813,2002-01-01 00:00:00
4146,University of Toronto,2006-05,1182,43.66312452,-79.3955813,2006-05-01 00:00:00
4147,University of Toronto,2006-06,2377,43.66312452,-79.3955813,2006-06-01 00:00:00
4148,University of Toronto,2006-07,3147,43.66312452,-79.3955813,2006-07-01 00:00:00
4149,University of Toronto,2006-08,2973,43.66312452,-79.3955813,2006-08-01 00:00:00
4150,University of Toronto,2006-09,3720,43.66312452,-79.3955813,2006-09-01 00:00:00
4151,University of Toronto,2006-10,3701,43.66312452,-79.3955813,2006-10-01 00:00:00
4152,University of Toronto,2006-11,5538,43.66312452,-79.3955813,2006-11-01 00:00:00
4153,University of Toronto,2006-12,3115,43.66312452,-79.3955813,2006-12-01 00:00:00
4154,University of Toronto,2007-01,3867,43.66312452,-79.3955813,2007-01-01 00:00:00
4155,University of Toronto,2007-02,4493,43.66312452,-79.3955813,2007-02-01 00:00:00
4156,University of Toronto,2007-03,4882,43.66312452,-79.3955813,2007-03-01 00:00:00
4157,University of Toronto,2007-04,3785,43.66312452,-79.3955813,2007-04-01 00:00:00
4158,University of Toronto,2007-05,4199,43.66312452,-79.3955813,2007-05-01 00:00:00
4159,University of Toronto,2007-06,4013,43.66312452,-79.3955813,2007-06-01 00:00:00
4160,University of Toronto,2007-07,4449,43.66312452,-79.3955813,2007-07-01 00:00:00
4161,University of Toronto,2007-08,5146,43.66312452,-79.3955813,2007-08-01 00:00:00
4162,University of Toronto,2007-09,4220,43.66312452,-79.3955813,2007-09-01 00:00:00
4163,University of Toronto,2007-10,5012,43.66312452,-79.3955813,2007-10-01 00:00:00
4164,University of Toronto,2007-11,5805,43.66312452,-79.3955813,2007-11-01 00:00:00
4165,University of Toronto,2007-12,5147,43.66312452,-79.3955813,2007-12-01 00:00:00
4166,University of Toronto,2008-01,5020,43.66312452,-79.3955813,2008-01-01 00:00:00
4167,University of Toronto,2008-02,7249,43.66312452,-79.3955813,2008-02-01 00:00:00
4168,University of Toronto,2008-03,6547,43.66312452,-79.3955813,2008-03-01 00:00:00
4169,University of Toronto,2008-04,6092,43.66312452,-79.3955813,2008-04-01 00:00:00
4170,University of Toronto,2008-05,6932,43.66312452,-79.3955813,2008-05-01 00:00:00
4171,University of Toronto,2008-06,6822,43.66312452,-79.3955813,2008-06-01 00:00:00
4172,University of Toronto,2008-07,5911,43.66312452,-79.3955813,2008-07-01 00:00:00
4173,University of Toronto,2008-08,5883,43.66312452,-79.3955813,2008-08-01 00:00:00
4174,University of Toronto,2008-09,6824,43.66312452,-79.3955813,2008-09-01 00:00:00
4175,University of Toronto,2008-10,6999,43.66312452,-79.3955813,2008-10-01 00:00:00
4176,University of Toronto,2008-11,5967,43.66312452,-79.3955813,2008-11-01 00:00:00
4177,University of Toronto,2008-12,4343,43.66312452,-79.3955813,2008-12-01 00:00:00
4178,University of Toronto,2009-01,5236,43.66312452,-79.3955813,2009-01-01 00:00:00
4179,University of Toronto,2009-02,4695,43.66312452,-79.3955813,2009-02-01 00:00:00
4180,University of Toronto,2009-03,5860,43.66312452,-79.3955813,2009-03-01 00:00:00
4181,University of Toronto,2009-04,5106,43.66312452,-79.3955813,2009-04-01 00:00:00
4182,University of Toronto,2009-05,4502,43.66312452,-79.3955813,2009-05-01 00:00:00
4183,University of Toronto,2009-06,6201,43.66312452,-79.3955813,2009-06-01 00:00:00
4184,University of Toronto,2009-07,4415,43.66312452,-79.3955813,2009-07-01 00:00:00
4185,University of Toronto,2009-08,3739,43.66312452,-79.3955813,2009-08-01 00:00:00
4186,University of Toronto,2009-09,4225,43.66312452,-79.3955813,2009-09-01 00:00:00
4187,University of Toronto,2009-10,3823,43.66312452,-79.3955813,2009-10-01 00:00:00
4188,University of Toronto,2009-11,4131,43.66312452,-79.3955813,2009-11-01 00:00:00
4189,University of Toronto,2009-12,4292,43.66312452,-79.3955813,2009-12-01 00:00:00
4190,University of Toronto,2010-01,4576,43.66312452,-79.3955813,2010-01-01 00:00:00
4191,University of Toronto,2010-02,4628,43.66312452,-79.3955813,2010-02-01 00:00:00
4192,University of Toronto,2010-03,5860,43.66312452,-79.3955813,2010-03-01 00:00:00
4193,University of Toronto,2010-04,4606,43.66312452,-79.3955813,2010-04-01 00:00:00
4194,University of Toronto,2010-05,5113,43.66312452,-79.3955813,2010-05-01 00:00:00
4195,University of Toronto,2010-06,5464,43.66312452,-79.3955813,2010-06-01 00:00:00
4196,University of Toronto,2010-07,6399,43.66312452,-79.3955813,2010-07-01 00:00:00
4197,University of Toronto,2010-08,4884,43.66312452,-79.3955813,2010-08-01 00:00:00
4198,University of Toronto,2010-09,4729,43.66312452,-79.3955813,2010-09-01 00:00:00
4199,University of Toronto,2010-10,4662,43.66312452,-79.3955813,2010-10-01 00:00:00
4200,University of Toronto,2010-11,5440,43.66312452,-79.3955813,2010-11-01 00:00:00
4201,University of Toronto,2010-12,4047,43.66312452,-79.3955813,2010-12-01 00:00:00
4202,University of Toronto,2011-01,4899,43.66312452,-79.3955813,2011-01-01 00:00:00
4203,University of Toronto,2011-02,4553,43.66312452,-79.3955813,2011-02-01 00:00:00
4204,University of Toronto,2011-03,5441,43.66312452,-79.3955813,2011-03-01 00:00:00
4205,University of Toronto,2011-04,5109,43.66312452,-79.3955813,2011-04-01 00:00:00
4206,University of Toronto,2011-05,5025,43.66312452,-79.3955813,2011-05-01 00:00:00
4207,University of Toronto,2011-06,4157,43.66312452,-79.3955813,2011-06-01 00:00:00
4208,University of Toronto,2011-07,3641,43.66312452,-79.3955813,2011-07-01 00:00:00
4209,University of Toronto,2011-08,2698,43.66312452,-79.3955813,2011-08-01 00:00:00
4210,University of Toronto,2011-09,1528,43.66312452,-79.3955813,2011-09-01 00:00:00
4211,University of Toronto,2011-10,503,43.66312452,-79.3955813,2011-10-01 00:00:00
4212,University of Toronto,2011-11,589,43.66312452,-79.3955813,2011-11-01 00:00:00
4213,University of Toronto,2011-12,569,43.66312452,-79.3955813,2011-12-01 00:00:00
4214,University of Toronto,2012-01,716,43.66312452,-79.3955813,2012-01-01 00:00:00
4215,University of Toronto,2012-02,2075,43.66312452,-79.3955813,2012-02-01 00:00:00
4216,University of Toronto,2012-03,1057,43.66312452,-79.3955813,2012-03-01 00:00:00
4217,University of Toronto,2012-04,889,43.66312452,-79.3955813,2012-04-01 00:00:00
4218,University of Toronto,2012-05,892,43.66312452,-79.3955813,2012-05-01 00:00:00
4219,University of Toronto,2012-06,1101,43.66312452,-79.3955813,2012-06-01 00:00:00
4220,University of Toronto,2012-07,1311,43.66312452,-79.3955813,2012-07-01 00:00:00
4221,University of Toronto,2012-08,1947,43.66312452,-79.3955813,2012-08-01 00:00:00
4222,University of Toronto,2012-09,1445,43.66312452,-79.3955813,2012-09-01 00:00:00
